10093;Airdrie;663;663;Alberta;38;CA;Canada;Product44;Customer_19;623507.94;01-03-2017;0
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product21;Customer_15;1143984.8;01-03-2017;1
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product21;Customer_10;2285235.5;01-03-2017;2
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product0;Customer_12;3090652.2;01-03-2017;3
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product18;Customer_3;1693047.1;01-03-2017;4
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product17;Customer_8;1010117.9;01-03-2017;5
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product34;Customer_19;210545.84;01-03-2017;6
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product8;Customer_20;1026046.75;01-03-2017;7
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product11;Customer_17;1172492.5;01-03-2017;8
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product15;Customer_3;2058164.8;01-03-2017;9
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product29;Customer_11;1527082.8;01-03-2017;10
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product38;Customer_12;346084.84;01-03-2017;11
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product18;Customer_12;2431017.5;01-03-2017;12
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product42;Customer_3;3009213.8;01-03-2017;13
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product28;Customer_17;263861.53;01-03-2017;14
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product38;Customer_12;2689911.8;01-03-2017;15
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product10;Customer_20;2402954.2;01-03-2017;16
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product29;Customer_14;3110739.2;01-03-2017;17
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product3;Customer_16;345309.6;01-03-2017;18
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product17;Customer_5;564948.06;01-03-2017;19
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product45;Customer_9;2152907.2;01-03-2017;0
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product3;Customer_18;1451623.0;01-03-2017;1
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product20;Customer_12;77884.76;01-03-2017;2
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product4;Customer_6;1625698.8;01-03-2017;3
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product38;Customer_5;2835636.8;01-03-2017;4
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product21;Customer_3;149605.33;01-03-2017;5
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product17;Customer_0;658934.6;01-03-2017;6
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product21;Customer_16;1032068.06;01-03-2017;7
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product13;Customer_6;473045.03;01-03-2017;8
