10093;Airdrie;663;663;Alberta;38;CA;Canada;Product31;Customer_19;2977153.0;01-08-2017;0
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product47;Customer_8;1014225.06;01-08-2017;1
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product21;Customer_16;1985521.4;01-08-2017;2
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product48;Customer_19;1777961.1;01-08-2017;3
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product14;Customer_16;2483012.5;01-08-2017;4
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product4;Customer_14;2713143.5;01-08-2017;5
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product39;Customer_11;512007.12;01-08-2017;6
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product44;Customer_20;824285.0;01-08-2017;7
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product12;Customer_0;863968.94;01-08-2017;8
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product50;Customer_0;2695101.8;01-08-2017;9
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product45;Customer_7;2637225.2;01-08-2017;10
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product42;Customer_12;496731.66;01-08-2017;11
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product12;Customer_14;1868398.4;01-08-2017;12
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product11;Customer_7;840893.94;01-08-2017;13
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product14;Customer_17;2837052.0;01-08-2017;14
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product29;Customer_5;227102.8;01-08-2017;15
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product33;Customer_2;2937182.5;01-08-2017;16
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product36;Customer_8;3106680.8;01-08-2017;17
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product36;Customer_0;449533.16;01-08-2017;18
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product20;Customer_3;2793328.2;01-08-2017;19
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product28;Customer_13;2612901.2;01-08-2017;0
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product50;Customer_0;2447768.8;01-08-2017;1
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product45;Customer_7;639061.75;01-08-2017;2
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product13;Customer_13;2583295.5;01-08-2017;3
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product13;Customer_18;1029070.25;01-08-2017;4
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product10;Customer_6;289135.25;01-08-2017;5
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product25;Customer_4;303843.06;01-08-2017;6
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product46;Customer_19;222098.28;01-08-2017;7
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product9;Customer_19;1710331.6;01-08-2017;8
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product42;Customer_2;2095112.6;01-08-2017;9
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product16;Customer_3;2318503.2;01-08-2017;10
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product39;Customer_7;1028485.1;01-08-2017;11
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product2;Customer_5;581863.7;01-08-2017;12
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product22;Customer_11;1559103.5;01-08-2017;13
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product50;Customer_3;2584492.2;01-08-2017;14
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product3;Customer_4;360690.16;01-08-2017;15
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product47;Customer_1;2585517.2;01-08-2017;16
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product5;Customer_6;919528.9;01-08-2017;17
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product46;Customer_15;2583610.8;01-08-2017;18
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product10;Customer_18;2053088.4;01-08-2017;19
10095;Banff;663;663;Alberta;38;CA;Canada;Product5;Customer_14;2131300.0;01-08-2017;0
10095;Banff;663;663;Alberta;38;CA;Canada;Product43;Customer_0;2570419.8;01-08-2017;1
10095;Banff;663;663;Alberta;38;CA;Canada;Product19;Customer_13;1014542.0;01-08-2017;2
10095;Banff;663;663;Alberta;38;CA;Canada;Product10;Customer_11;2973269.5;01-08-2017;3
10095;Banff;663;663;Alberta;38;CA;Canada;Product31;Customer_1;2695813.8;01-08-2017;4
10095;Banff;663;663;Alberta;38;CA;Canada;Product9;Customer_17;1154144.1;01-08-2017;5
10095;Banff;663;663;Alberta;38;CA;Canada;Product32;Customer_6;998691.4;01-08-2017;6
10095;Banff;663;663;Alberta;38;CA;Canada;Product18;Customer_2;2884142.8;01-08-2017;7
10095;Banff;663;663;Alberta;38;CA;Canada;Product42;Customer_17;2554120.0;01-08-2017;8
10095;Banff;663;663;Alberta;38;CA;Canada;Product5;Customer_16;1119718.9;01-08-2017;9
10095;Banff;663;663;Alberta;38;CA;Canada;Product24;Customer_0;1429943.2;01-08-2017;10
10095;Banff;663;663;Alberta;38;CA;Canada;Product18;Customer_11;2697574.2;01-08-2017;11
10095;Banff;663;663;Alberta;38;CA;Canada;Product28;Customer_19;3098241.0;01-08-2017;12
10095;Banff;663;663;Alberta;38;CA;Canada;Product9;Customer_18;1142987.1;01-08-2017;13
10095;Banff;663;663;Alberta;38;CA;Canada;Product29;Customer_14;1773114.6;01-08-2017;14
10095;Banff;663;663;Alberta;38;CA;Canada;Product32;Customer_8;94837.75;01-08-2017;15
10095;Banff;663;663;Alberta;38;CA;Canada;Product13;Customer_9;1054120.2;01-08-2017;16
10095;Banff;663;663;Alberta;38;CA;Canada;Product30;Customer_20;154649.55;01-08-2017;17
10095;Banff;663;663;Alberta;38;CA;Canada;Product44;Customer_11;347940.3;01-08-2017;18
10095;Banff;663;663;Alberta;38;CA;Canada;Product40;Customer_15;384793.34;01-08-2017;19
10096;Barrhead;663;663;Alberta;38;CA;Canada;Product3;Customer_2;1799355.1;01-08-2017;0
