10093;Airdrie;663;663;Alberta;38;CA;Canada;Product21;Customer_9;1451688.2;01-09-2017;0
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product4;Customer_3;1962359.1;01-09-2017;1
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product40;Customer_14;1491690.9;01-09-2017;2
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product32;Customer_18;938179.2;01-09-2017;3
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product49;Customer_8;573699.8;01-09-2017;4
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product4;Customer_17;2525293.5;01-09-2017;5
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product43;Customer_12;2047494.6;01-09-2017;6
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product30;Customer_20;181981.64;01-09-2017;7
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product2;Customer_1;2415307.2;01-09-2017;8
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product46;Customer_9;1204294.8;01-09-2017;9
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product16;Customer_14;2891329.0;01-09-2017;10
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product29;Customer_0;843470.9;01-09-2017;11
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product11;Customer_6;1187308.0;01-09-2017;12
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product46;Customer_7;917553.9;01-09-2017;13
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product32;Customer_6;2152102.5;01-09-2017;14
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product41;Customer_17;3032923.8;01-09-2017;15
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product22;Customer_8;2659834.2;01-09-2017;16
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product13;Customer_17;2881056.2;01-09-2017;17
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product17;Customer_16;1214783.8;01-09-2017;18
10093;Airdrie;663;663;Alberta;38;CA;Canada;Product17;Customer_1;1275819.2;01-09-2017;19
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product15;Customer_17;2739561.8;01-09-2017;0
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product41;Customer_7;1219956.1;01-09-2017;1
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product47;Customer_12;2225428.8;01-09-2017;2
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product16;Customer_19;492546.7;01-09-2017;3
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product49;Customer_5;1794952.8;01-09-2017;4
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product0;Customer_16;677027.2;01-09-2017;5
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product40;Customer_20;2983455.5;01-09-2017;6
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product35;Customer_10;1260090.0;01-09-2017;7
10094;Athabasca;663;663;Alberta;38;CA;Canada;Product26;Customer_8;2438780.5;01-09-2017;8
